file,start_datetime,stop_datetime,replicate,sex,species,strain,region_id,status
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,4,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,5,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,6,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,7,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,8,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,9,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,10,OK 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,11,DEAD  
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,12,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,13,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,14,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,15,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,16,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,17,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,18,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,19,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,20,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,21,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,22,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,23,DEAD  
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7611,24,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,25,DEAD
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,26,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,27,OK 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,28,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,29,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,30,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,31,DEAD 
Monitor5-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,32,DEAD 
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,1,OK
Monitor6-8.txt,2024-05-11 08:00:00,2024-05-21 07:59:00,2,M,Dsec,Praislin7621,2,DEAD 
